"id","startHour","startWeekday","duration","clickCount","clickMinPrice","clickMaxPrice","cartCount","cartMinPrice","cartMaxPrice","cartSumPrice","onlineStatus","availability","maxVal","customerScore","accountLifetime","payments","age","addressType","lastOrder","order"
809,10,7,279.714,4,"19.99","19.99",4,"19.99","19.99","79.96","y","completely orderable","2500","554","314","10","53","1","36","n"
810,18,5,187.211,4,"22.99","22.99",1,"22.99","22.99","22.99","y","completely orderable","300","352","3","1","30","1","104","n"
811,22,6,1386.248,60,"3.99","54.99",8,"3.99","30.0","141.93","y","completely orderable","1500","506","214","15","47","2","16","y"
812,18,5,465.637,9,"12.99","19.99",3,"12.99","19.99","52.97","y","completely orderable","300","570","84","6","52","1","70","y"
814,10,6,1914.823,66,"6.99","39.99",12,"7.99","39.99","224.26","y","completely orderable","1000","614","11","3","33","2","123","y"
815,16,5,35.462,5,"9.99","9.99",1,"9.99","9.99","9.99","y","completely orderable","300","379","1","0","28","1","38","n"
816,9,5,1116.184,1,"39.99","39.99",1,"39.99","39.99","39.99","y","?","300","464","0","0","44","2","28","n"
817,18,7,16.394,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","34","n"
818,15,6,1572.858,39,"3.0","29.99",4,"24.99","29.99","109.96","y","completely orderable","4000","542","172","10","38","2","4","y"
819,11,7,7874.635,21,"399.99","599.99",1,"549.99","549.99","549.99","y","completely orderable","600","70","47","0","44","2","19","y"
820,10,5,308.263,8,"19.99","469.99",4,"19.99","469.99","839.96","y","completely orderable","3000","552","84","26","72","1","52","n"
821,13,7,1199.669,66,"6.99","59.99",7,"6.99","59.99","223.14","y","completely orderable","13000","496","218","10","53","1","39","y"
822,23,5,1029.231,8,"7.99","34.99",8,"7.99","34.99","138.92","y","completely orderable","4000","507","200","2","71","2","40","y"
824,13,5,71.272,2,"49.99","49.99",1,"49.99","49.99","49.99","?","?","5000","437","24","34","27","2","10","n"
825,23,5,1758.432,50,"1.0","7.0",7,"5.0","7.0","47.0","y","mainly orderable","2900","513","162","3","39","2","201","n"
827,12,7,566.187,2,"599.0","599.0",1,"599.0","599.0","599.0","y","completely orderable","3100","517","275","11","76","1","7","y"
831,15,5,314.303,4,"159.95","159.95",1,"159.95","159.95","159.95","y","completely orderable","200","428","220","7","48","1","28","y"
832,21,5,4032.621,78,"3.0","34.99",6,"9.99","14.99","75.94","y","completely orderable","300","545","3","1","31","2","125","y"
835,8,7,233.866,11,"9.99","54.99",11,"9.99","54.99","305.89","y","completely orderable","2500","70","311","0","47","2","563","y"
838,10,6,277.38,3,"59.99","59.99",1,"59.99","59.99","59.99","y","completely orderable","0","386","33","3","35","1","204","n"
839,17,6,1909.898,33,"6.99","24.99",2,"9.0","9.99","18.99","y","completely orderable","2700","549","223","14","46","2","17","n"
840,20,6,293.848,2,"79.99","79.99",1,"79.99","79.99","79.99","y","?","1000","453","47","11","52","1","9","n"
842,9,7,21.302,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","34","n"
844,18,5,1506.488,48,"7.95","53.99",4,"14.99","19.99","68.87","y","completely orderable","2600","506","171","11","47","2","574","y"
845,9,5,7.194,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","32","n"
846,20,6,226.608,1,"17.99","17.99",1,"17.99","17.99","17.99","y","completely orderable","600","498","87","10","71","2","73","y"
847,11,6,390.818,6,"17.95","29.99",2,"17.95","29.99","47.94","y","completely orderable","2600","504","74","16","42","2","25","y"
848,12,7,13966.905,73,"3.0","99.99",4,"14.99","29.99","89.96","y","completely orderable","0","338","13","0","38","2","17","y"
850,10,6,139.086,8,"6.0","14.99",2,"6.0","14.99","20.99","?","?","1400","453","43","16","38","2","7","n"
851,14,7,863.04,40,"12.99","199.95",4,"12.99","59.99","138.97","y","completely orderable","0","339","23","3","29","1","532","n"
852,21,6,915.739,9,"29.99","99.99",2,"29.99","99.99","129.98","y","completely orderable","800","489","55","10","57","2","90","y"
853,15,5,2887.824,14,"19.99","79.99",5,"19.99","79.99","174.95","y","completely orderable","4000","603","68","2","30","2","18","n"
854,17,7,423.595,4,"299.99","299.99",1,"299.99","299.99","299.99","y","completely orderable","600","566","222","9","38","1","141","y"
855,15,7,1295.294,11,"7.0","79.99",2,"19.99","79.99","99.98","y","completely orderable","600","70","123","2","40","2","283","y"
856,15,6,540.772,8,"3.99","19.99",4,"3.99","19.99","63.96","y","completely orderable","300","412","1","0","21","2","11","y"
857,12,6,1262.655,21,"7.0","59.95",5,"9.99","19.99","75.91","y","completely orderable","4000","533","50","2","34","1","282","y"
858,12,5,373.179,25,"3.99","249.99",1,"3.99","3.99","3.99","y","completely orderable","4000","542","100","13","43","2","14","y"
859,18,7,515.366,12,"9.99","29.99",12,"9.99","29.99","215.88","y","completely orderable","2500","70","21","1","58","2","13","y"
860,15,6,451.184,19,"6.0","49.99",1,"9.99","9.99","9.99","?","?","4000","592","103","5","30","2","84","n"
861,15,6,92.424,4,"9.99","9.99",1,"9.99","9.99","9.99","?","?","1500","542","223","0","35","1","39","n"
862,18,6,627.891,1,"39.99","39.99",1,"39.99","39.99","39.99","y","completely orderable","8500","524","203","5","46","1","40","y"
867,13,5,438.286,4,"29.99","29.99",3,"29.99","29.99","89.97","y","completely orderable","2500","571","117","5","33","2","70","n"
868,18,7,511.478,26,"29.99","189.99",1,"129.99","129.99","129.99","?","?","4000","582","51","1","38","1","196","n"
869,6,6,79.627,3,"17.99","17.99",1,"17.99","17.99","17.99","y","completely orderable","4000","526","77","27","45","2","3","y"
870,13,7,1992.419,33,"4.99","39.99",2,"6.99","15.99","22.98","y","?","1500","577","221","30","43","2","14","n"
872,17,7,353.559,2,"49.99","49.99",1,"49.99","49.99","49.99","y","completely orderable","2600","471","87","10","46","2","108","n"
873,18,6,884.959,9,"44.95","99.99",1,"99.99","99.99","99.99","y","completely orderable","600","576","16","4","35","2","173","n"
874,19,5,132.955,8,"1.0","3.0",1,"3.0","3.0","3.0","?","?","2500","613","388","12","54","2","28","n"
875,15,5,2062.896,49,"6.99","59.99",4,"6.99","24.95","69.92","y","completely orderable","1800","523","227","25","42","2","24","y"
876,13,7,22.138,2,"9.99","9.99",1,"9.99","9.99","9.99","?","?","300","582","6","6","47","2","12","n"
877,13,6,197.375,6,"99.99","99.99",2,"99.99","99.99","199.98","y","completely orderable","600","586","145","2","46","2","21","y"
878,12,5,470.897,11,"49.97","55.96",2,"49.97","55.96","105.93","?","?","300","535","4","1","44","2","161","n"
879,19,6,610.526,16,"5.99","79.99",2,"15.99","20.99","36.98","y","completely orderable","4000","522","117","10","38","2","13","n"
881,18,7,6.438,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","34","n"
884,19,6,481.321,15,"6.99","29.99",4,"6.99","29.99","84.96","y","completely orderable","4000","536","214","5","44","1","15","y"
885,8,5,1769.542,46,"5.99","14.99",7,"5.99","14.99","67.93","y","completely orderable","1300","592","129","8","43","2","115","y"
887,10,5,1335.508,5,"1.0","89.99",1,"24.99","24.99","24.99","y","completely orderable","300","478","0","0","46","2","17","n"
889,13,7,2702.424,27,"9.99","59.95",4,"9.99","19.99","55.96","y","completely orderable","4000","566","60","7","67","2","101","y"
890,21,5,268.756,10,"3.0","9.99",3,"3.0","6.99","13.98","?","?","2900","522","130","11","40","2","19","n"
892,9,6,2722.116,47,"5.99","49.99",3,"29.99","29.99","89.97","y","completely orderable","800","578","26","7","33","1","66","y"
894,14,6,548.293,3,"64.99","79.99",1,"79.99","79.99","79.99","y","completely orderable","600","552","133","3","47","2","25","y"
895,8,5,316.728,1,"59.99","59.99",1,"59.99","59.99","59.99","y","completely orderable","600","490","44","9","69","1","33","y"
897,15,7,17631.926,121,"12.0","2399.99",7,"169.99","699.99","2789.93","y","completely orderable","300","373","2","0","31","1","75","y"
899,10,7,483.779,5,"49.99","499.99",1,"49.99","49.99","49.99","y","completely orderable","4000","70","156","1","50","1","255","n"
901,14,6,1007.696,35,"8.39","19.99",8,"8.39","19.99","92.32","y","completely orderable","4000","526","221","25","51","2","32","y"
902,21,6,1030.296,20,"29.95","49.99",2,"29.95","29.95","59.9","y","completely orderable","10500","528","454","47","72","2","3","y"
904,19,6,679.495,12,"9.99","309.99",8,"9.99","17.99","105.92","y","completely orderable","700","478","98","2","40","1","60","y"
905,11,5,701.179,9,"49.99","119.0",1,"79.99","79.99","79.99","y","completely orderable","200","471","67","9","37","1","36","y"
906,17,5,592.17,7,"14.99","89.99",6,"14.99","89.99","127.97","y","completely orderable","2500","537","62","34","57","1","11","y"
907,20,5,3097.386,16,"6.95","99.99",2,"6.95","29.99","36.94","y","completely orderable","600","497","29","3","30","2","11","n"
909,15,5,41.013,3,"9.99","9.99",1,"9.99","9.99","9.99","y","completely orderable","600","555","29","1","27","2","14","y"
910,17,5,0,1,"11.99","11.99",1,"11.99","11.99","11.99","?","?","4000","541","77","2","52","2","115","n"
911,10,6,2198.174,40,"6.99","24.99",7,"6.99","24.99","107.93","n","completely not determinable","600","70","67","0","46","2","12","y"
912,17,7,439.763,7,"14.99","99.99",2,"99.99","99.99","199.98","y","completely orderable","800","494","75","10","48","2","46","y"
913,16,5,734.994,6,"19.99","34.99",1,"19.99","19.99","19.99","y","completely orderable","1000","438","16","10","31","2","20","y"
914,18,5,4189.33,70,"5.99","69.99",6,"7.99","29.99","89.94","y","completely orderable","2600","537","59","90","30","2","12","y"
916,20,5,607.242,9,"59.99","259.99",1,"69.99","69.99","69.99","y","completely orderable","800","492","49","1","31","2","28","y"
917,15,7,869.164,17,"3.99","39.99",5,"3.99","29.99","89.95","y","completely orderable","600","541","7","1","46","2","221","y"
918,9,6,2837.627,166,"3.95","39.95",6,"3.95","39.95","82.86","y","completely orderable","800","460","19","10","35","2","9","y"
919,17,6,222.131,6,"9.99","79.99",6,"9.99","79.99","190.94","y","completely orderable","4000","598","346","2","54","2","280","y"
920,17,5,487.978,7,"9.9","19.99",2,"19.99","19.99","39.98","y","completely orderable","900","569","27","2","25","2","188","n"
922,9,6,119.854,5,"19.99","34.99",5,"19.99","34.99","129.95","y","completely orderable","900","70","114","0","51","2","552","y"
923,9,5,366.366,9,"17.99","159.95",1,"159.95","159.95","159.95","y","completely orderable","800","467","3","6","43","2","48","n"
925,16,6,17261.528,46,"0.0","60.0",11,"0.0","60.0","419.98","y","?","5000","555","317","33","50","2","4","n"
926,20,5,4452.43,139,"3.99","49.99",6,"9.99","14.99","68.94","y","completely orderable","600","70","27","0","31","1","21","y"
927,7,6,328.218,11,"3.0","5.0",1,"3.0","3.0","3.0","y","?","500","366","15","8","21","2","280","n"
928,21,6,155.099,4,"9.99","19.99",4,"9.99","19.99","57.96","y","completely orderable","1400","519","129","8","39","2","56","y"
929,19,6,175.369,3,"59.95","59.95",1,"59.95","59.95","59.95","y","completely orderable","900","70","98","6","33","2","260","y"
930,13,7,428.421,21,"3.99","199.99",5,"3.99","199.99","246.95","y","completely orderable","3500","530","187","19","39","2","5","y"
932,20,6,619.536,25,"19.99","59.95",9,"19.99","59.95","374.83","y","completely orderable","1400","538","232","23","42","2","10","y"
933,18,5,483.815,4,"15.99","15.99",0,"?","?","?","y","completely orderable","11600","548","298","32","49","2","20","y"
934,15,7,167.127,3,"19.99","19.99",3,"19.99","19.99","59.97","y","completely orderable","2000","587","330","7","56","2","85","y"
935,18,6,5421.296,11,"9.99","27.99",5,"9.99","27.99","87.95","y","completely orderable","600","562","44","3","29","2","324","y"
936,9,7,453.683,4,"12.99","119.99",4,"12.99","119.99","218.96","y","completely orderable","11700","514","136","33","54","2","13","y"
938,19,5,144.344,2,"69.99","69.99",1,"69.99","69.99","69.99","y","completely orderable","1000","547","68","16","27","2","23","y"
939,13,5,887.06,21,"7.99","19.99",5,"14.99","19.99","81.95","y","completely orderable","600","535","68","6","37","2","109","y"
940,16,6,840.218,12,"7.99","59.95",2,"19.99","19.99","39.98","y","completely orderable","500","480","67","26","38","1","13","y"
941,17,7,2965.936,43,"6.99","39.99",10,"7.99","39.99","185.9","y","completely orderable","8500","509","82","8","34","2","406","y"
942,13,7,857.721,15,"34.99","59.9",2,"49.99","49.99","99.98","y","completely orderable","600","554","96","3","33","2","117","y"
943,6,5,643.775,20,"3.99","29.95",2,"3.99","19.99","23.98","y","completely orderable","5000","532","192","30","37","2","14","y"
944,18,6,949.963,11,"9.99","24.99",2,"9.99","19.99","29.98","y","completely orderable","4000","557","96","4","40","2","13","y"
946,20,5,933.702,9,"24.99","34.99",3,"24.99","24.99","74.97","y","completely orderable","4000","545","193","12","54","2","29","y"
947,13,7,53.196,3,"9.99","9.99",1,"9.99","9.99","9.99","y","completely orderable","600","482","82","17","31","2","16","y"
948,13,5,175.57,3,"49.99","49.99",1,"49.99","49.99","49.99","y","completely orderable","600","70","8","1","53","1","277","n"
949,19,6,7326.292,40,"13.0","1099.9",1,"549.99","549.99","549.99","y","completely orderable","2700","518","220","10","44","2","52","n"
950,11,7,3428.61,8,"9.99","54.99",8,"9.99","54.99","212.92","y","completely orderable","600","504","55","2","42","2","288","y"
951,9,6,75.253,1,"169.99","169.99",1,"169.99","169.99","169.99","y","completely orderable","7000","535","220","105","48","2","3","y"
952,20,5,621.219,20,"4.99","15.99",2,"15.99","15.99","15.99","y","completely orderable","2000","511","203","24","50","2","160","n"
953,8,7,7449.505,32,"12.0","799.99",3,"19.99","20.99","60.97","y","completely orderable","4000","603","78","10","61","1","104","n"
954,13,5,650.239,8,"13.0","29.99",0,"?","?","?","y","?","900","535","127","3","39","2","135","n"
955,10,7,533.571,15,"9.99","17.95",5,"9.99","17.95","68.91","y","completely orderable","4000","70","33","0","51","1","454","y"
956,21,6,124.731,2,"19.99","19.99",1,"19.99","19.99","19.99","y","completely orderable","1900","596","246","21","52","1","80","y"
957,6,7,1583.466,17,"3.99","22.99",6,"3.99","22.99","71.74","y","?","4000","614","162","3","33","1","197","n"
959,18,6,583.656,25,"9.99","59.99",5,"14.99","19.99","90.95","y","completely orderable","600","597","353","10","53","2","139","y"
963,18,6,313.673,15,"9.99","39.99",2,"22.99","25.99","48.98","?","?","9000","546","195","7","51","2","19","n"
964,10,6,856.626,21,"21.99","74.95",1,"39.99","39.99","39.99","y","completely orderable","1600","598","129","1","39","2","257","y"
965,10,7,13235.443,155,"5.0","29.99",13,"9.99","19.99","172.87","?","?","600","70","75","0","39","2","603","y"
968,10,7,576.314,1,"29.99","29.99",1,"29.99","29.99","29.99","y","completely orderable","600","508","14","2","59","1","39","y"
969,20,5,1285.019,10,"8.99","13.99",2,"8.99","13.99","22.98","y","completely orderable","1600","483","407","18","65","1","20","n"
970,23,5,425.651,5,"89.95","89.95",1,"89.95","89.95","89.95","y","completely orderable","900","490","9","6","21","2","309","n"
971,20,5,1379.134,14,"19.99","59.95",2,"49.99","49.99","99.98","y","completely orderable","1000","70","73","0","30","2","557","y"
972,12,7,497.985,4,"9.99","29.99",4,"9.99","29.99","67.96","y","completely orderable","3000","536","103","6","40","2","6","y"
973,14,6,2922.838,65,"4.99","24.99",11,"12.99","24.99","178.89","y","completely orderable","600","541","57","1","37","2","135","y"
976,23,5,894.807,7,"9.99","9.99",3,"9.99","9.99","19.98","y","completely orderable","900","527","19","30","43","2","11","y"
977,19,5,353.527,4,"179.99","399.0",1,"379.0","379.0","379.0","?","?","600","446","323","27","63","1","183","n"
979,12,7,17.169,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","34","n"
980,10,7,172.919,6,"15.99","15.99",2,"15.99","15.99","31.98","y","completely orderable","3000","569","220","14","38","2","37","y"
981,19,5,260.597,23,"25.0","60.0",2,"25.0","60.0","85.0","?","?","300","340","3","1","40","1","16","n"
982,20,5,28.275,1,"29.99","29.99",1,"29.99","29.99","29.99","y","completely orderable","5000","586","158","3","59","2","15","y"
984,14,7,41.791,3,"14.99","14.99",1,"14.99","14.99","14.99","?","?","?","?","?","0","37","3","17","n"
986,16,7,5147.07,180,"1.0","29.99",12,"5.0","19.99","112.97","y","completely orderable","600","70","27","2","57","1","7","y"
987,12,7,4897.578,174,"1.0","59.99",9,"5.0","19.95","88.6","y","completely orderable","1000","70","43","1","29","1","28","y"
988,21,5,3385.393,111,"12.99","89.95",8,"12.99","89.95","398.64","y","completely orderable","300","569","75","19","29","2","55","y"
989,7,7,3580.278,61,"4.0","79.99",5,"4.99","69.99","129.97","y","completely orderable","5000","448","279","52","40","2","7","y"
990,12,7,955.939,27,"7.0","24.99",2,"8.0","24.99","32.99","?","?","2800","571","219","9","54","1","77","n"
992,22,6,4466.104,154,"13.99","199.95",5,"24.99","79.95","254.78","n","completely orderable","1200","495","98","12","41","2","118","y"
993,7,6,782.104,6,"29.99","699.0",2,"29.99","699.0","728.99","y","completely orderable","300","517","55","9","35","2","191","n"
994,13,6,1132.072,12,"459.99","599.99",1,"599.99","599.99","599.99","y","?","600","70","222","0","48","2","13","n"
995,23,5,851.929,53,"1.0","49.99",7,"1.0","34.99","144.96","y","completely orderable","600","541","280","3","62","2","27","y"
996,14,5,1468.58,18,"18.0","79.95",4,"18.0","49.99","147.93","?","?","1700","523","55","16","37","1","16","n"
997,20,5,63.398,8,"5.0","5.0",2,"5.0","5.0","10.0","?","?","200","504","46","8","26","2","15","n"
998,15,6,302.579,18,"7.99","58.82",18,"7.99","58.82","377.69","y","completely orderable","600","588","137","9","52","2","94","y"
999,16,5,392.563,9,"199.99","299.99",2,"199.99","299.99","499.98","?","?","500","460","3","1","26","2","114","y"
1001,12,7,2986.807,15,"15.99","59.99",4,"15.99","59.99","151.96","y","completely orderable","1200","538","50","9","43","1","9","y"
1002,9,6,469.694,8,"3.99","29.99",2,"3.99","29.99","33.98","y","?","300","386","2","0","30","2","11","n"
1003,18,6,66.126,5,"9.99","16.0",5,"9.99","16.0","73.96","y","?","4000","498","57","2","50","2","54","n"
1004,14,7,231.156,2,"14.99","14.99",1,"14.99","14.99","14.99","y","?","900","546","73","2","63","1","71","n"
1005,18,7,1107.679,12,"39.99","499.99",2,"39.99","279.99","319.98","y","completely orderable","2800","448","216","10","42","1","11","y"
1006,20,6,297.256,14,"9.99","24.99",2,"9.99","24.99","34.98","?","?","1800","581","218","7","49","2","15","n"
1007,22,6,46.56,2,"24.99","24.99",1,"24.99","24.99","24.99","?","?","600","541","11","2","34","2","239","n"
1008,10,5,428.253,9,"14.9","69.99",3,"19.99","29.99","74.93","?","?","600","443","82","14","28","2","20","n"
1009,13,6,703.743,4,"4.99","149.99",1,"4.99","4.99","4.99","?","?","800","80","23","0","60","2","6","n"
1010,12,7,1048.209,10,"3.99","239.99",8,"3.99","199.99","305.92","y","completely orderable","4000","577","264","9","51","2","6","y"
1011,18,6,172.903,7,"27.96","27.96",1,"27.96","27.96","27.96","?","?","600","533","220","12","46","2","6","n"
1012,16,7,616.057,9,"3.99","15.0",3,"3.99","15.0","31.98","y","completely orderable","3400","517","224","11","60","2","19","y"
1014,19,6,126.239,1,"79.99","79.99",1,"79.99","79.99","79.99","y","completely orderable","500","517","353","7","57","2","54","y"
1015,21,5,220.662,3,"9.99","29.99",3,"9.99","29.99","57.97","y","completely orderable","600","70","46","0","24","2","27","y"
1016,17,7,1156.809,33,"3.99","109.95",12,"3.99","109.95","421.74","y","completely orderable","3000","530","221","12","44","2","11","y"
1017,15,6,228.633,6,"39.99","39.99",1,"39.99","39.99","39.99","y","completely orderable","600","531","37","19","38","2","145","y"
1019,10,7,3.759,2,"3.99","7.99",2,"3.99","7.99","11.98","y","completely orderable","4000","526","360","26","77","2","15","n"
1020,12,7,426.097,29,"1.0","14.99",3,"5.0","14.99","34.98","y","completely orderable","600","418","10","23","54","2","4","y"
1021,14,6,372.642,3,"9.99","12.99",2,"9.99","12.99","22.98","y","completely orderable","4000","527","213","19","44","1","4","y"
1022,18,5,3616.718,55,"1.99","49.99",2,"6.99","49.99","56.98","y","completely orderable","800","504","60","16","50","2","33","y"
1023,19,6,660.543,8,"199.99","199.99",0,"?","?","?","y","completely orderable","900","588","359","5","52","2","15","y"
1024,16,7,3726.376,75,"1.0","39.99",6,"7.0","19.99","86.96","y","completely orderable","300","490","7","10","58","1","33","y"
1025,12,7,3072.798,46,"3.99","59.95",10,"3.99","29.99","165.83","y","completely orderable","4000","578","223","2","45","2","80","y"
1026,21,6,6515.141,102,"1.0","169.99",8,"3.99","12.99","65.93","y","completely orderable","1000","566","146","11","41","2","61","y"
1029,18,5,0,1,"19.99","19.99",1,"19.99","19.99","19.99","?","?","5500","554","254","10","44","2","40","n"
1030,16,5,604.706,7,"69.99","69.99",2,"69.99","69.99","139.98","y","completely orderable","600","485","39","2","68","2","69","y"
1031,17,6,627.077,13,"7.0","49.99",2,"7.0","49.99","56.99","y","completely orderable","2700","511","114","11","32","2","17","y"
1032,13,7,1114.266,8,"7.0","19.99",1,"14.99","14.99","14.99","?","?","800","513","30","5","37","3","56","n"
1033,18,7,2202.813,32,"6.99","22.99",5,"6.99","17.99","69.95","y","completely orderable","4000","553","50","5","51","2","8","y"
1034,16,7,711.912,12,"12.99","99.99",2,"24.99","29.99","54.98","y","completely orderable","8600","555","223","14","63","2","51","y"
1037,19,6,548.94,7,"9.99","84.99",1,"9.99","9.99","9.99","y","completely orderable","1300","459","91","7","35","2","24","y"
1038,21,6,485.402,15,"15.0","24.99",2,"24.99","24.99","49.98","y","completely orderable","2800","552","190","2","43","2","127","y"
1039,18,5,262.381,7,"3.99","39.99",7,"3.99","39.99","118.93","y","completely orderable","2500","501","184","14","50","2","12","y"
1040,15,7,593.669,15,"9.99","759.99",3,"9.99","759.99","1419.97","y","completely orderable","?","?","?","0","39","2","8","y"
1041,14,6,1767.111,139,"6.99","64.99",8,"16.99","59.95","192.74","?","?","1900","499","203","19","49","2","10","y"
1042,15,5,2914.553,21,"9.99","19.99",2,"19.99","19.99","39.98","y","completely orderable","300","463","360","22","56","1","63","n"
1043,10,5,10870.371,134,"9.99","89.95",7,"9.99","89.95","269.68","y","completely orderable","300","70","19","0","28","2","631","y"
1044,12,5,1704.883,4,"699.0","799.0",1,"699.0","699.0","699.0","y","?","1500","497","73","22","43","1","133","n"
1045,23,6,42.278,1,"3.99","3.99",1,"3.99","3.99","3.99","y","completely orderable","200","515","13","8","51","2","87","n"
1046,15,5,100.425,2,"79.99","79.99",1,"79.99","79.99","79.99","y","completely orderable","3000","476","110","10","47","2","94","y"
1047,18,6,1001.243,16,"9.99","19.99",3,"9.99","19.99","42.97","y","completely orderable","4000","532","224","12","66","2","33","n"
1049,16,7,6131.362,70,"12.99","150.0",8,"12.99","59.99","212.92","y","completely orderable","4000","533","208","6","64","1","33","y"
1051,20,5,500.749,16,"9.99","499.99",3,"14.99","34.99","74.97","y","completely orderable","300","448","166","11","40","2","27","n"
1052,13,5,1284.149,55,"15.0","89.95",2,"15.0","29.99","44.99","?","?","600","566","84","18","36","2","40","n"
1053,7,5,18.404,1,"14.99","14.99",1,"14.99","14.99","14.99","y","?","600","603","85","15","44","1","26","n"
1054,10,7,1050.07,11,"0.0","29.99",1,"29.99","29.99","29.99","?","?","1200","492","36","10","28","2","23","n"
1055,16,7,2365.984,11,"9.99","19.99",2,"9.99","19.99","29.98","y","completely orderable","1800","459","222","10","45","2","300","n"
1056,11,6,1461.054,30,"7.99","12.99",5,"9.99","9.99","49.95","y","completely orderable","600","474","33","6","59","2","12","y"
1057,17,5,1341.989,7,"3.99","19.99",3,"3.99","19.99","41.97","y","completely orderable","4000","597","180","6","58","2","16","y"
1058,10,5,8654.442,57,"29.99","79.95",2,"29.99","49.99","79.98","y","completely orderable","1400","476","69","30","45","2","197","y"
1059,16,6,3198.651,24,"1.0","109.99",8,"1.0","109.99","116.99","y","completely orderable","10000","461","27","395","45","1","3","y"
1060,19,6,298.934,14,"3.99","19.99",5,"3.99","19.99","64.95","y","completely orderable","800","501","20","0","49","2","476","y"
1061,14,7,873.206,14,"3.99","119.99",6,"3.99","119.99","244.44","y","completely orderable","600","517","10","8","55","2","190","y"
1062,10,6,565.552,20,"10.0","49.99",4,"10.0","49.99","122.97","y","completely orderable","800","511","23","3","35","2","32","y"
1064,13,7,950.036,16,"459.99","709.9",1,"659.99","659.99","659.99","y","completely orderable","600","546","59","1","31","1","77","n"
1065,22,6,2281.165,61,"4.99","19.99",3,"9.99","14.99","35.97","y","completely orderable","600","498","168","6","36","2","29","n"
1066,19,5,9.264,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","32","n"
1067,11,5,1150.295,38,"3.99","27.99",4,"3.99","19.99","53.96","y","completely orderable","3200","445","132","10","46","1","156","y"
1068,12,7,436.367,8,"16.99","24.99",2,"16.99","24.99","41.98","y","completely orderable","8500","571","169","12","74","2","103","y"
1069,13,7,280.585,6,"12.99","29.99",2,"12.99","29.99","42.98","y","completely orderable","4000","70","203","2","52","2","5","y"
1070,14,6,26.36,3,"24.99","24.99",1,"24.99","24.99","24.99","y","completely orderable","1200","538","194","2","41","2","160","n"
1071,17,6,1096.411,5,"559.99","659.99",1,"659.99","659.99","659.99","y","completely orderable","900","504","220","5","66","1","17","y"
1072,20,6,2458.698,58,"2.99","99.95",12,"3.95","14.99","121.61","?","?","4500","469","219","76","57","1","6","n"
1074,8,5,9.525,1,"6.99","6.99",1,"6.99","6.99","6.99","y","completely orderable","300","537","5","0","53","1","32","n"
1075,11,7,2245.653,7,"19.99","99.99",3,"19.99","99.99","139.97","y","completely orderable","8500","531","301","12","57","2","52","y"
1077,13,5,679.381,3,"19.99","19.99",1,"19.99","19.99","19.99","y","completely orderable","3500","523","144","36","61","1","11","n"
1078,12,5,368.652,2,"299.99","299.99",1,"299.99","299.99","299.99","y","completely orderable","500","485","7","7","26","2","103","y"
1079,11,5,1099.129,8,"189.99","1499.99",2,"189.99","749.99","939.98","y","completely orderable","300","428","4","3","21","2","158","y"
1081,18,5,557.515,19,"7.99","34.99",2,"7.99","7.99","15.98","y","completely orderable","4000","541","33","1","51","2","81","n"
1082,15,7,5474.065,30,"1.0","25.0",1,"6.99","6.99","6.99","?","?","4000","525","139","16","50","2","9","n"
1083,15,7,6920.479,175,"3.0","849.0",7,"10.0","29.99","144.87","y","completely orderable","300","389","1","10","51","2","11","y"
1084,12,5,0,1,"6.99","6.99",1,"6.99","6.99","6.99","?","?","300","537","5","0","53","1","32","n"
1085,21,5,137.933,3,"199.0","229.0",1,"229.0","229.0","229.0","y","completely orderable","300","376","46","10","28","1","53","y"
1086,19,6,3010.35,17,"64.99","129.99",3,"99.99","129.99","359.97","y","completely orderable","4000","514","72","1","46","2","100","y"
1087,11,6,626.992,12,"59.99","499.99",5,"59.99","499.99","1159.95","y","completely orderable","200","514","57","0","35","1","158","n"
1089,20,6,2161.102,51,"3.0","9.99",6,"5.0","9.99","50.96","y","completely orderable","5500","507","74","29","52","2","4","y"
1093,11,6,1799.181,56,"2.99","24.99",9,"2.99","12.99","81.91","y","completely orderable","8500","526","126","11","31","2","61","y"
1094,15,7,761.545,10,"9.99","29.99",4,"9.99","29.99","82.92","y","completely orderable","600","498","33","5","31","2","200","n"
1095,11,5,609.292,12,"6.99","49.99",12,"6.99","49.99","276.89","y","completely orderable","4000","585","352","10","54","2","22","y"
1096,15,5,1851.769,41,"149.99","279.99",5,"149.99","249.99","949.95","y","?","7000","535","220","105","48","2","11","n"
1098,23,5,149.973,7,"6.99","19.99",7,"6.99","19.99","101.93","y","completely orderable","3500","563","376","22","51","2","11","y"
1099,10,7,778.715,9,"3.99","29.99",4,"3.99","29.99","68.97","?","?","4000","534","196","12","59","1","13","n"
1101,16,7,9097.983,192,"1.0","149.99",14,"3.0","99.99","274.45","y","completely orderable","800","482","205","8","46","2","111","n"
