"ID","od","dd","size","price","tax","a6","a7","a8","a9"
236114,"2012-10-02","2012-10-04","xl",59.9,11.38,4,"1956-02-06",7,1
387621,"2013-02-13","?","XL",119.9,22.78,4,"1967-11-06",8,0
10000,"2012-04-08","2012-04-14","m",69.9,13.28,4,"1971-10-26",7,1
74288,"2012-05-30","2012-06-01","m",29.9,5.68,4,"1960-03-09",10,1
464526,"2013-03-22","2013-03-26","XXL",29.9,5.68,4,"1944-06-24",8,1
459947,"2013-03-20","2013-06-10","L",89.9,17.08,4,"1962-08-28",15,1
166489,"2012-08-12","2012-08-15","xxl",69.9,13.28,4,"1955-03-27",10,1
227802,"2012-09-24","2012-09-27","xxl",49.9,9.48,4,"1980-07-13",2,1
37632,"2012-04-30","2012-05-02","xl",79.9,15.18,4,"1967-10-01",1,1
291299,"2012-11-30","2012-12-03","XL",119.9,22.78,4,"1959-06-13",1,1
183716,"2012-08-27","?","l",69.9,13.28,4,"1961-08-12",1,0
193632,"2012-09-05","2012-09-06","xxl",24.9,4.73,4,"1956-11-19",8,0
69213,"2012-05-26","2012-05-29","xl",29.9,5.68,4,"1957-02-19",10,0
292157,"2012-12-01","2012-12-05","M",9.9,1.88,4,"1900-11-19",7,1
17586,"2012-04-13","2012-05-18","m",54.9,10.43,4,"1961-12-09",13,0
117397,"2012-06-29","?","xxl",44.9,8.53,4,"1965-04-29",8,0
62283,"2012-05-21","2012-05-21","xl",79.9,15.18,4,"1952-10-28",3,1
457772,"2013-03-19","?","M",89.9,17.08,4,"1966-03-22",2,0
283109,"2012-11-18","2012-12-06","M",59.9,11.38,4,"1963-12-13",7,0
125245,"2012-07-02","2012-07-04","xxl",44.9,8.53,4,"1962-06-29",4,0
204076,"2012-09-14","2012-10-15","l",26.9,5.11,4,"1975-05-07",10,0
198944,"2012-09-10","2012-09-11","m",39.9,7.58,4,"1952-01-06",2,1
164508,"2012-08-11","2012-08-14","l",39.9,7.58,4,"1972-11-23",2,1
24460,"2012-04-19","2012-04-24","l",21.9,4.16,4,"1972-09-15",9,0
326928,"2013-01-09","2013-01-14","XXL",89.9,17.08,4,"1967-01-23",4,1
478722,"2013-03-30","2013-07-11","L",29.9,5.68,4,"1967-09-17",8,0
1632,"2012-04-02","2012-04-06","xl",19.9,3.78,4,"1942-11-27",13,0
423732,"2013-03-04","2013-03-05","L",19.9,3.78,2,"1962-09-28",2,0
41050,"2012-05-02","2012-05-03","l",54.9,10.43,4,"1970-09-26",10,0
358983,"2013-01-22","2013-01-24","XXL",74.9,14.23,4,"1980-02-04",1,1
338249,"2013-01-13","2013-02-27","XXL",129.9,24.68,4,"1964-11-08",11,0
287324,"2012-11-24","2012-11-26","XL",39.9,7.58,4,"1976-07-10",13,1
236671,"2012-10-03","2012-10-04","xl",69.9,13.28,4,"1969-05-20",3,1
330939,"2013-01-11","2013-01-25","xxl",49.9,9.48,4,"1957-01-10",10,0
397452,"2013-02-21","?","L",14.9,2.83,4,"1949-03-09",2,0
62605,"2012-05-21","2012-05-24","xl",29.9,5.68,4,"?",1,1
290605,"2012-11-28","2012-11-29","S",99.9,18.98,4,"1962-07-21",1,0
282134,"2012-11-17","2012-11-19","M",79.9,15.18,4,"1967-02-09",10,0
437256,"2013-03-09","2013-04-09","L",29.9,5.68,4,"1969-12-05",11,1
179924,"2012-08-24","2012-08-28","xl",39.9,7.58,4,"?",10,1
49891,"2012-05-11","2012-05-15","m",39.9,7.58,4,"1970-11-27",8,0
114168,"2012-06-29","2012-07-03","xl",69.9,13.28,4,"1969-10-14",2,1
137330,"2012-07-16","?","m",21.9,4.16,4,"1964-04-27",10,0
316751,"2013-01-02","2013-01-14","S",89.9,17.08,4,"1980-02-09",2,1
337997,"2013-01-13","2013-02-27","XXL",29.9,5.68,2,"1969-09-12",4,1
273916,"2012-11-05","2012-11-08","XXL",79.9,15.18,3,"1958-09-25",2,0
367788,"2013-01-27","2013-01-29","L",39.9,7.58,4,"1965-05-25",10,1
395320,"2013-02-19","2013-02-21","XL",26.9,5.11,4,"1976-01-03",10,0
89542,"2012-06-13","2012-06-26","m",49.9,9.48,4,"1965-04-14",1,0
36439,"2012-04-30","2012-05-01","m",59.9,11.38,4,"?",14,1
445977,"2013-03-13","2013-03-15","XXL",29.9,5.68,4,"1971-05-15",4,1
369572,"2013-01-28","2013-01-30","L",64.9,12.33,4,"1978-07-18",7,0
16155,"2012-04-11","2012-04-14","l",69.9,13.28,4,"1956-02-09",10,1
106906,"2012-06-27","2012-06-28","l",34.9,6.63,4,"1974-07-30",7,1
365429,"2013-01-25","2013-02-04","L",44.9,8.53,4,"1968-10-04",13,1
416632,"2013-03-02","2013-03-05","L",29.9,5.68,4,"1980-08-21",1,1
362352,"2013-01-24","2013-04-04","XL",79.9,15.18,4,"1967-05-22",3,1
71335,"2012-05-28","2012-05-30","l",16.9,3.21,4,"1965-05-31",2,0
305951,"2012-12-20","2012-12-21","XXL",209,39.71,4,"1971-01-30",2,1
167152,"2012-08-13","2012-08-14","xl",21.9,4.16,4,"1945-02-23",6,1
79661,"2012-06-04","2012-06-05","l",29.9,5.68,4,"1944-03-31",2,0
447674,"2013-03-14","2013-05-01","L",26.9,5.11,4,"1949-12-27",10,0
296377,"2012-12-07","2012-12-10","XL",26.9,5.11,4,"1973-02-28",16,1
347341,"2013-01-16","2013-01-17","S",39.9,7.58,4,"1968-01-30",2,1
446117,"2013-03-13","2013-03-20","m",89.9,17.08,4,"?",1,1
459864,"2013-03-20","2013-03-22","S",29.9,5.68,4,"1966-12-16",8,1
91317,"2012-06-15","2012-06-18","l",59.9,11.38,4,"1959-07-01",16,1
366611,"2013-01-27","2013-01-31","L",39.9,7.58,4,"?",1,0
470577,"2013-03-26","?","M",59.9,11.38,4,"1979-09-04",4,0
384298,"2013-02-10","2013-02-13","L",49.9,9.48,4,"?",11,0
205557,"2012-09-14","2012-09-17","xl",39.9,7.58,4,"1948-08-15",10,1
389584,"2013-02-14","2013-02-18","S",49.9,9.48,4,"?",2,1
70523,"2012-05-27","2012-05-29","xl",59.9,11.38,4,"1966-07-03",10,0
439620,"2013-03-10","2013-03-18","XL",59.9,11.38,4,"1963-02-05",7,1
216329,"2012-09-17","2012-09-20","l",69.9,13.28,4,"?",8,0
139229,"2012-07-21","2012-07-27","xl",69.9,13.28,4,"1968-06-16",13,1
112821,"2012-06-28","?","l",29.9,5.68,4,"?",10,0
157078,"2012-08-07","2012-08-13","xxl",69.9,13.28,4,"1962-06-26",2,1
39515,"2012-05-01","1990-12-31","xxl",59.9,11.38,4,"1968-10-03",15,0
418111,"2013-03-02","2013-05-03","S",119.9,22.78,4,"1965-11-14",2,1
249000,"2012-10-14","2012-10-17","l",79.9,15.18,3,"1978-01-09",3,0
325083,"2013-01-09","?","l",19.9,3.78,4,"1971-01-19",5,0
201470,"2012-09-12","2012-09-13","l",13.9,2.64,4,"1960-04-29",4,0
405077,"2013-02-25","2013-02-27","L",79.9,15.18,4,"1958-12-13",9,1
27233,"2012-04-21","2012-04-26","xl",69.9,13.28,4,"1937-10-19",7,0
241315,"2012-10-07","2012-10-12","m",26.9,5.11,4,"1973-03-08",11,1
385070,"2013-02-10","2013-04-25","L",89.9,17.08,4,"?",1,0
24507,"2012-04-19","2012-04-24","l",79.9,15.18,4,"1957-08-28",10,0
263762,"2012-10-24","?","s",59.9,11.38,4,"1972-10-17",11,0
362982,"2013-01-24","2013-01-25","L",69.9,13.28,4,"1954-06-26",11,1
147338,"2012-08-01","2012-08-02","xl",29.9,5.68,4,"?",15,0
458373,"2013-03-19","1990-12-31","XL",79.9,15.18,4,"1952-04-06",6,1
303644,"2012-12-16","2012-12-18","L",29.9,5.68,4,"1968-12-27",3,0
380358,"2013-02-06","2013-02-08","M",49.9,9.48,4,"1972-08-03",15,1
361203,"2013-01-23","2013-01-24","M",49.9,9.48,4,"?",13,1
352078,"2013-01-18","?","L",29.9,5.68,4,"1979-05-07",11,0
433055,"2013-03-07","2013-03-11","m",29.9,5.68,4,"1956-06-02",10,0
138435,"2012-07-19","2012-07-23","xl",129.9,24.68,4,"1967-04-21",11,1
165797,"2012-08-12","2012-08-15","l",39.9,7.58,4,"1962-07-18",8,1
49184,"2012-05-11","2012-05-14","s",99.9,18.98,4,"1960-04-18",2,1
135079,"2012-07-12","2012-07-20","xl",12.9,2.45,4,"1967-06-27",6,1
262335,"2012-10-23","2012-11-23","m",129.9,24.68,4,"1959-08-11",1,0
455150,"2013-03-17","2013-05-10","S",49.9,9.48,4,"1974-09-23",7,0
100913,"2012-06-24","2012-06-27","m",69.9,13.28,4,"1968-11-10",10,0
379103,"2013-02-05","2013-02-08","L",49.9,9.48,4,"1955-10-25",1,0
297239,"2012-12-09","2012-12-11","S",209,39.71,4,"1970-07-01",4,1
335926,"2013-01-12","2013-02-27","M",79.9,15.18,4,"1977-12-30",8,0
467114,"2013-03-24","2013-05-01","M",39.9,7.58,4,"1982-11-09",2,0
291655,"2012-11-30","2012-12-03","XXXL",23.9,4.54,4,"1967-08-04",10,0
159671,"2012-08-08","2012-08-09","m",79.9,15.18,4,"1952-04-16",10,0
317029,"2013-01-02","2013-01-21","S",39.9,7.58,4,"1961-12-31",3,1
6577,"2012-04-06","2012-04-09","xl",24.9,4.73,4,"1955-08-26",8,0
204852,"2012-09-14","2012-09-26","l",59.9,11.38,4,"1946-01-30",10,0
393764,"2013-02-18","2013-03-08","L",119.9,22.78,4,"1960-06-16",1,1
452397,"2013-03-16","2013-03-19","XL",29.9,5.68,4,"1970-02-15",13,1
158270,"2012-08-07","2012-08-09","xl",26.9,5.11,4,"1954-05-20",1,0
190833,"2012-09-03","2012-09-05","xxl",39.9,7.58,4,"1971-09-07",8,1
164835,"2012-08-11","2012-08-14","xl",39.9,7.58,4,"1963-02-03",15,0
185981,"2012-08-29","2012-09-10","xxl",199.9,37.98,4,"1961-06-10",1,0
63435,"2012-05-22","2012-06-22","xl",119.9,22.78,4,"1966-11-03",8,1
166983,"2012-08-13","2012-09-17","xxl",199.9,37.98,4,"1969-10-29",1,1
81328,"2012-06-05","2012-06-07","xxl",16.9,3.21,4,"1960-12-22",7,0
340627,"2013-01-14","2013-01-16","m",59.9,11.38,4,"1967-07-28",10,1
360832,"2013-01-23","2013-02-06","M",74.9,14.23,4,"1961-08-22",10,0
75488,"2012-05-31","2012-06-04","xl",79.9,15.18,4,"1968-03-23",10,0
34854,"2012-04-27","2012-05-17","xl",89.9,17.08,4,"1966-03-14",8,1
87959,"2012-06-11","2012-06-14","s",149.95,28.49,4,"1971-03-21",10,0
298621,"2012-12-10","2012-12-14","XL",49.9,9.48,4,"1960-03-13",11,0
417951,"2013-03-02","2013-03-12","M",29.9,5.68,4,"?",7,0
207780,"2012-09-15","2012-11-27","m",129.9,24.68,4,"1962-03-22",10,1
6757,"2012-04-06","2012-04-09","m",24.9,4.73,4,"1958-05-09",15,0
236861,"2012-10-03","2012-10-05","m",69.9,13.28,4,"?",10,1
377065,"2013-02-04","2013-04-15","XXL",79.9,15.18,4,"1960-12-10",1,0
35724,"2012-04-28","2012-05-03","xl",69.9,13.28,4,"1965-07-06",8,0
245386,"2012-10-11","2012-10-15","l",39.9,7.58,4,"1960-04-07",15,1
182219,"2012-08-26","2012-08-28","xl",15.9,3.02,4,"1960-11-18",10,0
448820,"2013-03-14","2013-03-19","L",29.9,5.68,4,"1955-04-05",15,1
83897,"2012-06-07","2012-06-12","xl",29.9,5.68,4,"1973-05-11",7,1
427661,"2013-03-05","2013-03-06","m",24.9,4.73,4,"1960-07-03",3,0
451174,"2013-03-15","2013-04-12","L",24.9,4.73,4,"?",1,0
124266,"2012-07-02","2012-07-03","m",29.9,5.68,4,"1961-06-21",2,1
262315,"2012-10-23","2012-11-09","m",39.9,7.58,4,"1950-07-26",8,0
219309,"2012-09-19","2012-10-08","xxl",16.9,3.21,4,"1964-11-13",10,0
445616,"2013-03-13","2013-04-11","L",89.9,17.08,4,"1962-01-30",1,0
3538,"2012-04-04","2012-04-06","s",69.9,13.28,4,"1969-01-09",1,1
192773,"2012-09-04","2012-10-03","l",119.9,22.78,4,"1968-10-30",10,0
188034,"2012-08-31","?","l",29.9,5.68,4,"1968-09-18",14,0
217742,"2012-09-18","2012-11-26","m",29.9,5.68,4,"1978-06-08",13,1
375125,"2013-02-02","2013-02-05","L",29.9,5.68,4,"1961-08-03",6,1
249805,"2012-10-15","2012-10-27","m",39.9,7.58,4,"1960-06-15",2,0
157990,"2012-08-07","2012-08-14","xl",79.9,15.18,4,"1949-04-01",10,0
456848,"2013-03-18","2013-04-04","L",55.9,10.62,4,"1975-02-26",11,0
65688,"2012-05-23","2012-05-24","xl",12.9,2.45,4,"1957-05-14",10,0
206621,"2012-09-14","2012-09-17","l",119.9,22.78,4,"1957-08-24",9,1
338384,"2013-01-13","2013-01-15","S",26.9,5.11,4,"1963-08-26",1,1
366635,"2013-01-27","2013-04-01","XXL",29.95,5.69,3,"1960-02-29",1,0
174724,"2012-08-20","2012-08-23","xl",299.95,56.99,4,"1972-01-20",8,1
337140,"2013-01-12","2013-01-21","L",99.9,18.98,3,"1954-11-19",1,1
387185,"2013-02-12","2013-02-18","L",79.9,15.18,4,"1963-02-21",7,0
283481,"2012-11-18","?","L",26.9,5.11,4,"1961-11-20",3,0
72553,"2012-05-29","2012-06-01","xxl",9.9,1.88,4,"1961-11-08",7,0
140799,"2012-07-22","2012-07-25","m",59.9,11.38,4,"1959-12-28",3,1
5823,"2012-04-06","2012-04-10","s",49.9,9.48,4,"1968-05-26",2,1
319498,"2013-01-05","2013-01-14","L",99.9,18.98,4,"1965-07-05",8,0
152464,"2012-08-04","2012-08-07","m",19.9,3.78,4,"1974-08-25",9,1
183501,"2012-08-27","2012-08-28","m",59.9,11.38,4,"1960-06-08",15,0
168318,"2012-08-13","2012-08-15","l",69.9,13.28,4,"1925-02-21",1,0
317569,"2013-01-03","?","M",99.9,18.98,4,"1954-10-09",10,0
181629,"2012-08-26","2012-08-28","l",29.9,5.68,4,"1961-09-19",10,1
86661,"2012-06-12","2012-06-19","xxl",24.9,4.73,4,"1970-07-30",1,0
319828,"2013-01-05","2013-02-27","XXL",49.9,9.48,4,"1972-06-01",2,1
217915,"2012-09-18","2012-09-20","l",69.9,13.28,4,"?",2,1
254210,"2012-10-18","2012-11-26","m",59.9,11.38,4,"1968-10-31",8,1
429011,"2013-03-05","2013-03-12","L",29.9,5.68,4,"1966-07-04",8,1
441871,"2013-03-11","2013-03-25","M",59.9,11.38,4,"1957-05-24",8,0
43734,"2012-05-05","2012-05-08","l",69.9,13.28,4,"1970-08-08",1,1
53461,"2012-05-14","2012-05-16","m",44.9,8.53,4,"1969-03-29",1,1
389589,"2013-02-14","2013-05-20","XL",79.9,15.18,4,"1979-08-06",10,0
188052,"2012-08-31","2012-09-04","xl",69.9,13.28,4,"1953-12-16",8,0
360814,"2013-01-23","2013-01-25","s",26.9,5.11,4,"1960-06-03",6,0
278173,"2012-11-11","2012-11-13","S",149.9,28.48,4,"1969-09-04",2,1
418652,"2013-03-03","?","XXL",79.9,15.18,4,"1952-12-09",6,0
443289,"2013-03-12","2013-04-18","XXL",26.9,5.11,4,"1968-04-09",5,1
15165,"2012-04-08","2012-04-13","l",21.9,4.16,4,"1973-05-18",10,0
238154,"2012-10-04","?","xl",39.9,7.58,4,"1962-10-08",11,0
309556,"2012-12-25","?","XXL",24.9,4.73,4,"1966-12-18",2,0
438429,"2013-03-10","2013-04-18","M",24.9,4.73,4,"1969-09-02",15,0
122232,"2012-07-01","2012-07-03","m",19.9,3.78,4,"1970-05-27",16,1
27387,"2012-04-21","2012-04-26","l",79.9,15.18,4,"1958-11-16",2,0
192485,"2012-09-04","2012-09-06","xxl",32.95,6.26,3,"1934-11-15",1,0
202722,"2012-09-13","2012-10-29","l",29.9,5.68,4,"1965-04-08",10,1
449947,"2013-03-15","2013-04-11","XXL",21.9,4.16,4,"1965-07-02",10,1
201188,"2012-09-12","2012-09-13","s",59.9,11.38,4,"1971-04-10",9,1
356801,"2013-01-20","2013-01-22","XL",34.9,6.63,4,"1968-07-22",5,0
424162,"2013-03-04","2013-03-06","XXL",29.9,5.68,4,"1974-07-22",10,0
32085,"2012-04-24","2012-04-27","m",79.9,15.18,4,"1966-07-07",7,1
371953,"2013-01-30","2013-02-04","M",21.9,4.16,4,"1958-01-02",2,1
352781,"2013-01-18","2013-01-22","XL",29.9,5.68,4,"1968-05-23",1,1
169274,"2012-08-14","2012-08-15","l",34.9,6.63,4,"1979-05-12",9,1
407995,"2013-02-27","2013-04-04","L",59.9,11.38,4,"1971-01-12",10,1
20747,"2012-04-16","2012-04-26","xl",79.9,15.18,4,"1965-12-18",10,1
79860,"2012-06-03","?","m",19.9,3.78,4,"1964-10-07",7,0
480710,"2013-03-31","?","XXL",119.9,22.78,4,"1965-09-04",4,0
219757,"2012-09-19","2012-09-21","xxl",24.9,4.73,4,"1976-03-14",8,0
246374,"2012-10-11","2012-10-30","l",59.9,11.38,4,"1957-02-10",1,0
314898,"2012-12-31","2013-01-01","M",39.9,7.58,4,"1954-10-13",1,0
161656,"2012-08-09","2012-08-10","xl",39.9,7.58,4,"1967-10-05",15,0
478111,"2013-03-30","2013-05-02","L",129.9,24.68,4,"1967-12-19",1,1
426577,"2013-03-05","2013-03-07","L",79.9,15.18,4,"1965-03-16",10,1
328915,"2013-01-10","2013-01-14","XXL",89.9,17.08,5,"1948-07-09",10,0
44443,"2012-05-06","2012-05-09","m",89.9,17.08,4,"?",10,1
70920,"2012-05-27","2012-05-30","xl",49.9,9.48,4,"1985-05-14",11,1
128522,"2012-07-05","?","xl",29.9,5.68,4,"1962-11-28",10,0
43507,"2012-05-05","2012-05-07","xxl",89.9,17.08,4,"1956-03-14",1,0
343897,"2013-01-15","2013-04-15","S",49.9,9.48,4,"1970-07-24",11,0
263255,"2012-10-24","2012-12-03","xl",99.9,18.98,4,"1951-06-07",10,1
418983,"2013-03-03","2013-03-08","XL",99.9,18.98,4,"1963-07-24",3,1
294111,"2012-12-04","2012-12-05","XXL",24.9,4.73,4,"1974-06-16",10,1
332323,"2013-01-11","2013-01-14","XXL",59.9,11.38,4,"?",10,1
339308,"2013-01-13","2013-01-14","L",59.9,11.38,4,"1954-12-22",10,1
70405,"2012-05-27","2012-05-29","m",59.9,11.38,4,"1980-05-30",9,1
285571,"2012-11-21","2012-11-22","S",79.9,15.18,4,"1968-04-19",2,1
456606,"2013-03-18","2013-03-21","S",39.9,7.58,4,"1982-08-03",8,0
190084,"2012-09-02","2012-09-04","xxl",24.9,4.73,4,"1966-01-12",5,0
233555,"2012-10-01","2012-12-17","xxl",69.9,13.28,4,"1965-09-07",7,0
239767,"2012-10-06","2012-10-09","s",69.9,13.28,4,"1972-05-02",15,1
3928,"2012-04-04","2012-04-06","xxl",29.9,5.68,4,"1962-12-19",1,0
12137,"2012-04-09","2012-04-13","s",29.9,5.68,4,"1964-01-19",1,1
277510,"2012-11-09","2012-11-12","XL",39.9,7.58,4,"1956-07-13",1,1
223296,"2012-09-21","2012-09-24","m",69.9,13.28,4,"1962-04-20",13,1
349796,"2013-01-17","2013-01-18","L",59.9,11.38,4,"1954-03-01",7,0
48293,"2012-05-10","2012-05-11","m",89.9,17.08,4,"1963-02-16",2,0
373440,"2013-02-01","2013-02-05","XL",199.95,37.99,4,"?",8,1
322499,"2013-01-08","2013-01-10","m",179,34.01,4,"1965-10-31",2,0
173353,"2012-08-18","2012-08-22","l",15.95,3.03,4,"1969-09-16",2,0
288754,"2012-11-26","2012-11-27","xl",79.9,15.18,4,"1969-07-16",15,1
340484,"2013-01-13","2013-02-04","XL",19.9,3.78,4,"1966-05-01",2,1
56018,"2012-05-16","2012-05-17","m",14.9,2.83,4,"1960-03-07",2,0
346735,"2013-01-16","2013-01-18","XXL",49.9,9.48,4,"1974-04-28",2,1
20407,"2012-04-15","2012-05-02","l",69.9,13.28,4,"1964-01-25",3,0
413044,"2013-03-01","2013-03-05","xl",29.9,5.68,3,"1951-03-21",1,0
50923,"2012-05-12","2012-05-24","m",59.9,11.38,4,"1963-12-09",13,1
306384,"2012-12-20","2012-12-21","M",59.9,11.38,4,"?",3,1
364768,"2013-01-25","?","L",169.95,32.29,4,"1982-07-27",8,0
480297,"2013-03-31","2013-05-22","XXL",49.9,9.48,4,"1964-12-05",2,0
203223,"2012-09-13","2012-09-14","m",179.9,34.18,4,"1966-12-24",16,0
421102,"2013-03-03","2013-04-04","XXL",26.9,5.11,4,"1960-12-15",1,1
117419,"2012-06-29","2012-07-04","m",79.9,15.18,4,"1957-08-02",2,1
361852,"2013-01-23","2013-01-28","XXL",29.9,5.68,4,"1969-07-16",8,1
133088,"2012-07-11","2012-07-16","l",79.9,15.18,4,"1957-03-12",11,0
108217,"2012-06-27","2012-06-28","xl",12.4,2.36,4,"1975-11-07",8,1
333715,"2013-01-11","2013-02-28","M",49.9,9.48,4,"1973-02-05",13,1
465458,"2013-03-23","2013-03-25","XL",19.9,3.78,4,"1964-12-01",1,0
114504,"2012-06-29","2012-07-20","m",24.9,4.73,4,"1966-03-13",8,0
423737,"2013-03-04","2013-03-05","L",24.9,4.73,2,"1962-09-28",2,0
282289,"2012-11-17","2012-11-27","M",29.9,5.68,4,"1969-08-06",2,1
53032,"2012-05-14","2012-05-16","m",19.9,3.78,4,"1966-12-16",10,0
179672,"2012-08-24","2012-08-28","xl",26.9,5.11,4,"1980-11-03",7,0
432940,"2013-03-07","2013-04-11","XL",34.9,6.63,4,"1987-05-18",15,0
422863,"2013-03-03","2013-04-16","L",89.9,17.08,4,"1967-01-08",15,1
448758,"2013-03-14","2013-03-18","XL",39.9,7.58,4,"1969-03-26",1,0
159029,"2012-08-07","2012-08-09","l",79.9,15.18,4,"1971-05-10",2,1
183663,"2012-08-27","2012-08-28","xl",39.9,7.58,4,"1963-08-22",8,0
270038,"2012-10-31","2012-11-01","xl",79.9,15.18,4,"1974-06-09",3,1
172068,"2012-08-17","2012-08-29","xxl",19.9,3.78,4,"1959-12-26",8,0
403265,"2013-02-24","2013-02-27","L",24.9,4.73,4,"?",8,0
54418,"2012-05-15","2012-05-17","l",14.9,2.83,4,"1963-08-20",1,1
21426,"2012-04-16","2012-05-30","m",69.9,13.28,4,"1960-08-17",14,0
386250,"2013-02-11","2013-02-14","L",34.9,6.63,3,"?",10,0
436051,"2013-03-09","2013-03-11","XXL",39.9,7.58,4,"1956-03-14",1,1
272369,"2012-11-03","2012-11-05","L",24.9,4.73,4,"1967-01-09",13,1
182371,"2012-08-26","2012-08-28","m",26.9,5.11,4,"1969-04-12",9,0
466365,"2013-03-23","2013-06-03","M",59.9,11.38,4,"1963-07-04",1,0
84819,"2012-06-08","2012-06-12","s",39.9,7.58,4,"1963-03-28",2,1
133861,"2012-07-13","?","xxl",79.9,15.18,4,"1959-01-01",2,0
305168,"2012-12-18","2012-12-19","M",39.9,7.58,4,"1965-06-04",10,1
15983,"2012-04-11","2012-04-14","xl",39.9,7.58,4,"1954-08-08",10,0
334672,"2013-01-12","2013-01-14","XL",11.9,2.26,4,"?",3,0
109845,"2012-06-27","2012-06-29","m",29.9,5.68,4,"1960-02-29",10,1
450095,"2013-03-15","2013-03-18","XL",16.9,3.21,4,"1900-11-19",10,1
464666,"2013-03-22","2013-04-03","XXL",34.9,6.63,4,"1974-05-10",10,1
111557,"2012-06-28","2012-07-02","m",59.9,11.38,4,"1968-08-07",10,1
358126,"2013-01-21","2013-01-23","m",89.9,17.08,4,"1959-05-01",11,1
4213,"2012-04-05","2012-06-04","xxl",79.9,15.18,4,"1952-09-26",7,0
10847,"2012-04-08","2012-04-14","l",39.9,7.58,4,"1968-01-24",2,1
80309,"2012-06-04","2012-06-05","xl",29.9,5.68,4,"1960-12-04",2,0
173281,"2012-08-18","2012-08-21","l",119.9,22.78,4,"1959-10-13",10,0
399013,"2013-02-22","2013-02-26","XL",99.9,18.98,4,"1977-08-03",13,0
453746,"2013-03-17","2013-03-20","L",69.9,13.28,4,"?",8,1
44412,"2012-05-06","2012-05-11","m",54.9,10.43,4,"1965-04-11",11,1
15947,"2012-04-11","2012-04-13","l",49.9,9.48,4,"1954-02-13",16,1
17383,"2012-04-13","2012-04-17","l",69.9,13.28,3,"1963-09-24",10,0
12483,"2012-04-09","2012-04-13","xl",79.9,15.18,4,"1967-10-20",10,0
565,"2012-04-01","2012-04-13","xxl",49.9,9.48,4,"1954-03-07",10,1
124066,"2012-07-01","2012-08-02","l",39.9,7.58,4,"1965-06-08",2,1
208761,"2012-09-15","2012-10-25","xl",31.95,6.07,3,"1970-06-16",2,0
446026,"2013-03-13","2013-04-04","XL",59.9,11.38,4,"1959-11-12",15,1
465862,"2013-03-23","2013-03-26","XXL",29.9,5.68,4,"1959-07-21",10,1
123869,"2012-07-01","2012-07-04","m",69.9,13.28,4,"?",13,1
269975,"2012-10-31","2012-12-12","l",49.9,9.48,4,"1954-02-26",1,1
433751,"2013-03-07","2013-03-12","L",119.9,22.78,4,"1970-08-13",13,0
292061,"2012-12-01","2013-01-02","xxl",26.9,5.11,4,"1959-08-06",15,0
384528,"2013-02-10","2013-02-13","S",89.9,17.08,4,"1956-11-24",7,0
124962,"2012-07-02","2012-07-04","l",14.9,2.83,4,"?",11,0
374167,"2013-02-02","2013-02-05","S",21.9,4.16,4,"1963-08-18",2,1
7368,"2012-04-07","2012-04-13","xl",21.9,4.16,4,"?",2,0
158615,"2012-08-08","2012-08-10","l",59.9,11.38,4,"1967-05-05",11,0
363357,"2013-01-25","2013-01-28","XXL",16.9,3.21,4,"1969-02-17",11,0
271991,"2012-11-02","2012-11-05","L",179.9,34.18,4,"1948-11-12",11,1
176427,"2012-08-21","2012-08-24","xl",39.9,7.58,4,"1967-04-02",10,1
440627,"2013-03-10","2013-03-13","M",29.9,5.68,4,"1967-08-25",7,1
244222,"2012-10-10","2012-11-29","m",46.16,8.77,4,"1979-02-05",1,0
350909,"2013-01-18","?","XL",69.9,13.28,4,"1961-11-07",8,0
149234,"2012-08-03","2012-08-07","xxl",49.9,9.48,4,"1970-10-19",10,0
278794,"2012-11-12","2012-11-14","XXL",29.9,5.68,4,"1967-10-10",2,0
101858,"2012-06-23","2012-06-27","l",69.9,13.28,4,"1971-04-23",1,0
338293,"2013-01-13","2013-01-18","M",24.9,4.73,4,"1955-11-27",10,0
384337,"2013-02-10","2013-02-12","XL",21.9,4.16,4,"1959-04-21",1,0
416759,"2013-03-02","2013-04-09","L",79.9,15.18,4,"1965-09-18",10,0
272825,"2012-11-03","2012-11-06","XXL",59.9,11.38,4,"1970-11-02",11,1
478686,"2013-03-30","2013-04-01","XXL",99.9,18.98,4,"1957-03-20",14,0
434925,"2013-03-08","2013-05-07","M",34.9,6.63,4,"?",1,0
61634,"2012-05-20","2012-05-22","xxl",89.9,17.08,4,"1965-02-11",10,1
100915,"2012-06-24","2012-06-27","m",19.9,3.78,4,"1968-11-10",10,1
336300,"2013-01-12","2013-01-18","M",24.9,4.73,4,"1956-09-18",2,0
390055,"2013-02-14","2013-02-19","XL",39.9,7.58,4,"?",8,0
360060,"2013-01-22","2013-01-28","XL",39.9,7.58,4,"1967-01-23",6,0
241221,"2012-10-07","2012-11-09","l",21.9,4.16,4,"1968-03-31",2,0
201216,"2012-09-12","2012-09-14","xl",24.9,4.73,4,"1964-11-06",11,1
249191,"2012-10-14","2012-11-29","xxl",59.9,11.38,4,"1972-12-07",2,0
244240,"2012-10-10","2012-10-26","xl",24.9,4.73,4,"1963-12-07",10,0
126951,"2012-07-03","2012-07-05","xxl",39.9,7.58,4,"1972-07-01",7,1
305545,"2012-12-18","2012-12-20","L",59.9,11.38,4,"1975-11-30",8,0
143666,"2012-07-27","2012-07-30","l",21.9,4.16,4,"1968-10-18",10,0
